Reference,Name,Pronunciation,Image_Reference,Type,Diet,Area,Taxonomy,Named_By,Species,Teeth,Food,Movement,length_in_meter,period_group,period_specific,earliest_period,latest_period,estimated_living_duration,taxonomy_level_0,taxonomy_level_1,taxonomy_level_2,taxonomy_level_3,taxonomy_level_4,taxonomy_level_5,taxonomy_level_6,taxonomy_level_7,taxonomy_level_8,taxonomy_level_9,taxonomy_level_10,taxonomy_level_11,taxonomy_level_12,taxonomy_level_13,taxonomy_level_14,taxonomy_level_15,taxonomy_level_16,named_by_year
https://www.nhm.ac.uk/discover/dino-directory/lesothosaurus.html,Lesothosaurus,Le-SO-toe-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lesotho.jpg,,herbivorous,Lesotho,Dinosauria > Ornithischia,Galton (1978),diagnosticus,small grinding teeth,plant material,on 2 legs,1.0,Early Jurassic, 213-200 million years ago,213,200,13,Dinosauria , Ornithischia,,,,,,,,,,,,,,,,1978
https://www.nhm.ac.uk/discover/dino-directory/liaoceratops.html,Liaoceratops,lyow-serra-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Liaoceratops.jpg,ceratopsian,herbivorous,Lesotho,Dinosauria > Ornithischia > Genasauria > Cerapoda > Marginocephalia > Ceratopsia > Neoceratopsia,"Xu, Makovicky, Wang, Norell and You (2002)",yanzigouensis,,,,,Early Cretaceous, 127-121 million years ago,127,121,6,Dinosauria , Ornithischia , Genasauria , Cerapoda , Marginocephalia , Ceratopsia , Neoceratopsia,,,,,,,,,,,2002
https://www.nhm.ac.uk/discover/dino-directory/ligabuesaurus.html,Ligabuesaurus,lee-gah-boo-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Ligabuesaurus.jpg,sauropod,herbivorous,Lesotho,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Titanosauriformes > Titanosauria,"Bonaparte, GonzÃ¡lez Riga and ApesteguÃ­a (2006)",leanzai,,,,24.0,Early Cretaceous, 121-99 million years ago,121,99,22,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Titanosauriformes , Titanosauria,,,,,,,,2006
https://www.nhm.ac.uk/discover/dino-directory/liliensternus.html,Liliensternus,lil-ee-en-shtern-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Liliensternus.jpg,small theropod,carnivorous,Lesotho,Dinosauria > Saurischia > Theropoda > Neotheropoda,Huene (1934),liliensterni,,,,5.0,Late Triassic, 205-202 million years ago,205,202,3,Dinosauria , Saurischia , Theropoda , Neotheropoda,,,,,,,,,,,,,,1934
https://www.nhm.ac.uk/discover/dino-directory/lophorhothon.html,Lophorhothon,lof-oh-roh-thon,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lophorhothon.jpg,euornithopod,herbivorous,Lesotho,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae > Euhadrosauria > Hadrosaurinae,"Xu, Makovicky, Wang, Norell and You (1960)",atopus,,,,4.5,Late Cretaceous, 84-71 million years ago,84,71,13,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae , Euhadrosauria , Hadrosaurinae,,,,1960
https://www.nhm.ac.uk/discover/dino-directory/lophostropheus.html,Lophostropheus,lof-oh-stro-fee-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lophostropheus.jpg,large theropod,carnivorous,Lesotho,Dinosauria > Saurischia,Ezcurra and Cuny 2007 (1993),airelensis,,,,6.2,Early Jurassic, 203-196 million years ago,203,196,7,Dinosauria , Saurischia,,,,,,,,,,,,,,,,1993
https://www.nhm.ac.uk/discover/dino-directory/lufengosaurus.html,Lufengosaurus,Loo-FUNG-oh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/lufengos.jpg,sauropod,herbivorous,Lesotho,Dinosauria > Saurischia > Sauropodomorpha > Prosauropoda > Plateosauria > Plateosauridae,Young (1941),huenei,,,,6.0,Early Jurassic, 200-195 million years ago,200,195,5,Dinosauria , Saurischia , Sauropodomorpha , Prosauropoda , Plateosauria , Plateosauridae,,,,,,,,,,,,1941
https://www.nhm.ac.uk/discover/dino-directory/lurdusaurus.html,Lurdusaurus,loor-duh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lurdusaurus.jpg,euornithopod,herbivorous,Lesotho,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea,Taquet & Russell (1999),arenatus,,,,9.0,Early Cretaceous, 121-112 million years ago,121,112,9,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea,,,,,,,1999
https://www.nhm.ac.uk/discover/dino-directory/lycorhinus.html,Lycorhinus,liek-oh-rien-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Lycorhinus.jpg,euornithopod,herbivorous,Lesotho,Dinosauria > Ornithischia > Genasauria > Cerapoda > Heterodontosauridae,Haughton (1924),angustidens,,,,1.2,Late Triassic, 205-195 million years ago,205,195,10,Dinosauria , Ornithischia , Genasauria , Cerapoda , Heterodontosauridae,,,,,,,,,,,,,1924
https://www.nhm.ac.uk/discover/dino-directory/magyarosaurus.html,Magyarosaurus,mod-yar-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Magyarosaurus.jpg,sauropod,herbivorous,Lesotho,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Titanosauriformes > Titanosauria > Lithostrotia,Nopcsa (1915),dacus,,,,5.0,Late Cretaceous, 71-65 million years ago,71,65,6,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Titanosauriformes , Titanosauria , Lithostrotia,,,,,,,1915
https://www.nhm.ac.uk/discover/dino-directory/maiasaura.html,Maiasaura,my-ah-SORE-ah,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/maia.jpg,euornithopod,herbivorous,Lesotho,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae > Euhadrosauria > Hadrosaurinae,Horner and Makela (1979),peeblesorum,,,,9.0,Late Cretaceous, 80-75 million years ago,80,75,5,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae , Euhadrosauria , Hadrosaurinae,,,,1979
https://www.nhm.ac.uk/discover/dino-directory/majungasaurus.html,Majungasaurus,mah-joon-gah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Majungatholus.jpg,large theropod,carnivorous,Lesotho,Dinosauria > Saurischia > Theropoda > Neotheropoda > Ceratosauria > Neoceratosauria > Abelisauridae,Sues & Taquet (1979),atopus,,,,6.0,Late Cretaceous, 84-71 million years ago,84,71,13,Dinosauria , Saurischia , Theropoda , Neotheropoda , Ceratosauria , Neoceratosauria , Abelisauridae,,,,,,,,,,,1979
https://www.nhm.ac.uk/discover/dino-directory/malawisaurus.html,Malawisaurus,mah-lah-wee-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Malawisaurus.jpg,sauropod,herbivorous,Lesotho,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Titanosauriformes > Titanosauria > Lithostrotia,Haughton (1928),dixeyi,,,,9.0,Early Cretaceous, 121-112 million years ago,121,112,9,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Titanosauriformes , Titanosauria , Lithostrotia,,,,,,,1928
https://www.nhm.ac.uk/discover/dino-directory/mamenchisaurus.html,Mamenchisaurus,mah-men-chi-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/mamench.jpg,sauropod,herbivorous,Lesotho,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda,Young (1954),constructus,,,,22.0,Late Jurassic, 155-145 million years ago,155,145,10,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda,,,,,,,,,,,,,1954
https://www.nhm.ac.uk/discover/dino-directory/mapusaurus.html,Mapusaurus,mah-puh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Mapusaurus.jpg,large theropod,carnivorous,Lesotho,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Carnosauria > Allosauroidea > Allosauridae > Charcharodontosauridae > Giganotosaurinae,Coria and Currie (2006),roseae,,,,13.0,Late Cretaceous, 99-94 million years ago,99,94,5,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Carnosauria , Allosauroidea , Allosauridae , Charcharodontosauridae , Giganotosaurinae,,,,,,,2006
https://www.nhm.ac.uk/discover/dino-directory/marshosaurus.html,Marshosaurus,marsh-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Marshosaurus.jpg,large theropod,carnivorous,Lesotho,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda,Madsen (1976),bicentesimus,,,,6.0,Late Jurassic, 154-142 million years ago,154,142,12,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda,,,,,,,,,,,,1976
https://www.nhm.ac.uk/discover/dino-directory/masiakasaurus.html,Masiakasaurus,mah-shee-ah-kah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Masiakasaurus.jpg,small theropod,carnivorous,Lesotho,Dinosauria > Saurischia > Theropoda > Neotheropoda > Ceratosauria > Neoceratosauria > Abelisauroidea > Abelisauria,"Sampson, Carrano & Forster (2001)",knopfleri,,,,2.0,Late Cretaceous, 84-71 million years ago,84,71,13,Dinosauria , Saurischia , Theropoda , Neotheropoda , Ceratosauria , Neoceratosauria , Abelisauroidea , Abelisauria,,,,,,,,,,2001
https://www.nhm.ac.uk/discover/dino-directory/massospondylus.html,Massospondylus,mass-oh-SPON-di-luss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/massospon.jpg,sauropod,omnivorous,Lesotho,Dinosauria > Saurischia > Sauropodomorpha > Prosauropoda > Plateosauria > Plateosauridae,Owen (1854),carinatus,,,,4.0,Early Jurassic, 208-204 million years ago,208,204,4,Dinosauria , Saurischia , Sauropodomorpha , Prosauropoda , Plateosauria , Plateosauridae,,,,,,,,,,,,1854
https://www.nhm.ac.uk/discover/dino-directory/maxakalisaurus.html,Maxakalisaurus,max-aka-li-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Maxakalisaurus.jpg,sauropod,herbivorous,Lesotho,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Titanosauriformes > Titanosauria > Lithostrotia > Saltasauridae > Saltasaurinae,Kellner et al. (2006),topai,,,,13.0,Late Cretaceous, 80 million years ago,80,0,80,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Titanosauriformes , Titanosauria , Lithostrotia , Saltasauridae , Saltasaurinae,,,,,2006
https://www.nhm.ac.uk/discover/dino-directory/megalosaurus.html,Megalosaurus,MEG-ah-low-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/megalo.jpg,large theropod,carnivorous,Lesotho,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Spinosauroidea > Megalosauridae > Megalosaurinae,Ritgen (1826),bucklandii,,,,9.0,Mid Jurassic, 170-155 million years ago,170,155,15,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Spinosauroidea , Megalosauridae , Megalosaurinae,,,,,,,,,,1826
https://www.nhm.ac.uk/discover/dino-directory/melanorosaurus.html,Melanorosaurus,me-lan-or-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Melanorosaurus.jpg,sauropod,omnivorous,Lesotho,Dinosauria > Saurischia > Sauropodomorpha > Prosauropoda > Anchisauria > Melanorosauridae,Haughton (1924),readi,,,,12.0,Late Triassic, 227-221 million years ago,227,221,6,Dinosauria , Saurischia , Sauropodomorpha , Prosauropoda , Anchisauria , Melanorosauridae,,,,,,,,,,,,1924
https://www.nhm.ac.uk/discover/dino-directory/metriacanthosaurus.html,Metriacanthosaurus,met-ree-a-kan-tho-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Metriacanthosaurus.jpg,large theropod,carnivorous,Lesotho,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae,Walker (1964),parkeri,,,,8.2,Late Jurassic, 159-154 million years ago,159,154,5,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae,,,,,,,,,,,,,1964
https://www.nhm.ac.uk/discover/dino-directory/microceratus.html,Microceratus,mike-row-ker-ah-tuss,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Microceratops.jpg,ceratopsian,herbivorous,Lesotho,Dinosauria > Ornithischia > Genasauria > Cerapoda > Marginocephalia > Ceratopsia > Neoceratopsia > Coronosauria,Bohlin (1953),gobiensis,,,,0.5,Late Cretaceous, 86-66 million years ago,86,66,20,Dinosauria , Ornithischia , Genasauria , Cerapoda , Marginocephalia , Ceratopsia , Neoceratopsia , Coronosauria,,,,,,,,,,1953
https://www.nhm.ac.uk/discover/dino-directory/micropachycephalosaurus.html,Micropachycephalosaurus,mike-row-pak-ee-keff-ah-loh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Micropachycephalosaurus.jpg,ceratopsian,herbivorous,Lesotho,Dinosauria > Ornithischia > Genasauria > Cerapoda > Marginocephalia > Pachycephalosauria,Dong (1978),hongtuyanensis,,,,0.6,Late Cretaceous, 84-71 million years ago,84,71,13,Dinosauria , Ornithischia , Genasauria , Cerapoda , Marginocephalia , Pachycephalosauria,,,,,,,,,,,,1978
https://www.nhm.ac.uk/discover/dino-directory/microraptor.html,Microraptor,MIKE-row-rap-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Microraptor.jpg,small theropod,carnivorous,China,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Paraves > Eumaniraptora > Dromaeosauridae,"Xu, Zhou and Wang (2000)",zhaoianus,"small, sharp, pointed","other animals, insects",on 2 legs,0.8,Early Cretaceous, 125-122 million years ago,125,122,3,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Paraves , Eumaniraptora , Dromaeosauridae,,,,,2000
https://www.nhm.ac.uk/discover/dino-directory/minmi.html,Minmi,min-mie,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Minmi.jpg,armoured dinosaur,herbivorous,China,Dinosauria > Ornithischia > Genasauria > Thyreophora > Ankylosauromorpha > Ankylosauria,Molnar (1980),paravertebra,,,,3.0,Early Cretaceous, 121-112 million years ago,121,112,9,Dinosauria , Ornithischia , Genasauria , Thyreophora , Ankylosauromorpha , Ankylosauria,,,,,,,,,,,,1980
https://www.nhm.ac.uk/discover/dino-directory/monolophosaurus.html,Monolophosaurus,mono-Loh-foh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Monolophosaurus.jpg,large theropod,carnivorous,China,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Carnosauria,Zhao and Currie (1993),jiangi,,,,5.7,Mid Jurassic, 180-159 million years ago,180,159,21,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Carnosauria,,,,,,,,,,,1993
https://www.nhm.ac.uk/discover/dino-directory/mononykus.html,Mononykus,mono-Nike-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Mononykus.jpg,small theropod,unknown,China,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Alvarezsauridae,"Perle, Norell, Chiappe and Clark (1993)",olecranus,,,,1.0,Late Cretaceous, 81-68 million years ago,81,68,13,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Alvarezsauridae,,,,,,,1993
https://www.nhm.ac.uk/discover/dino-directory/mussaurus.html,Mussaurus,moos-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/muss.jpg,sauropod,herbivorous,China,Dinosauria > Saurischia > Sauropodomorpha > Prosauropoda > Plateosauria > Plateosauridae,Bonaparte and Vince (1979),patagonicus,,,,3.0,Late Triassic, 221-210 million years ago,221,210,11,Dinosauria , Saurischia , Sauropodomorpha , Prosauropoda , Plateosauria , Plateosauridae,,,,,,,,,,,,1979
https://www.nhm.ac.uk/discover/dino-directory/muttaburrasaurus.html,Muttaburrasaurus,MUT-a-BURR-a-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/muttab.jpg,euornithopod,herbivorous,China,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea,Bartholomai and Molnar (1981),langdoni,,,,7.0,Early Cretaceous, 110-100 million years ago,110,100,10,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea,,,,,,,1981
https://www.nhm.ac.uk/discover/dino-directory/nanshiungosaurus.html,Nanshiungosaurus,nahn-shyung-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nanshiungosaurus.jpg,large theropod,omnivorous,China,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Therizinosauroidea > Therizinosauridae,Dong (1979),brevispinus,,,,4.4,Late Cretaceous, 84-71 million years ago,84,71,13,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Therizinosauroidea , Therizinosauridae,,,,,,1979
https://www.nhm.ac.uk/discover/dino-directory/nedoceratops.html,Nedoceratops,ned-o-ker-ah-tops,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Diceratops.jpg,ceratopsian,herbivorous,China,Dinosauria > Ornithischia > Genasauria > Cerapoda > Marginocephalia > Ceratopsia > Neoceratopsia > Coronosauria > Ceratopsidae > Chasmosaurinae,Lull (1905),hatcheri,,,,7.0,Late Cretaceous, 67-65 million years ago,67,65,2,Dinosauria , Ornithischia , Genasauria , Cerapoda , Marginocephalia , Ceratopsia , Neoceratopsia , Coronosauria , Ceratopsidae , Chasmosaurinae,,,,,,,,1905
https://www.nhm.ac.uk/discover/dino-directory/nemegtosaurus.html,Nemegtosaurus,Nem-egg-tow-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nemegtosaurus.jpg,sauropod,herbivorous,China,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Diplodocoidea > Nemegtosauridae,Nowinski (1971),mongoliensis,,,,13.0,Late Cretaceous, 72-68 million years ago,72,68,4,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Diplodocoidea , Nemegtosauridae,,,,,,,,,,1971
https://www.nhm.ac.uk/discover/dino-directory/neovenator.html,Neovenator,nee-oh-ve-nay-tor,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Neovenator.jpg,large theropod,carnivorous,China,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Carnosauria > Allosauroidea > Carcharodontosauridae,"Hutt, Martill and Barker (1996)",salerii,,,,7.4,Early Cretaceous, 127-121 million years ago,127,121,6,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Carnosauria , Allosauroidea , Carcharodontosauridae,,,,,,,,,1996
https://www.nhm.ac.uk/discover/dino-directory/neuquenosaurus.html,Neuquenosaurus,nayoo-ken-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Neuquenosaurus.jpg,sauropod,herbivorous,China,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Macronaria > Camarasauromorpha > Titanosauriformes > Titanosauria > Lithostrotia > Saltasauridae,Lydekker (1893),australis,,,,10.0,Late Cretaceous, 71-65 million years ago,71,65,6,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Macronaria , Camarasauromorpha , Titanosauriformes , Titanosauria , Lithostrotia , Saltasauridae,,,,,,1893
https://www.nhm.ac.uk/discover/dino-directory/nigersaurus.html,Nigersaurus,nee-zhayr-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nigersaurus.jpg,sauropod,herbivorous,China,Dinosauria > Saurischia > Sauropodomorpha > Sauropoda > Eusauropoda > Neosauropoda > Diplodocoidea > Rebbachisauridae,"Sereno, Beck, Dutheil, Larsson, Lyon, Moussa, Sadleir, Sidor, Varricchio, Wilson & Wilson (1999)",taqueti,,,,15.0,Early Cretaceous, 121-99 million years ago,121,99,22,Dinosauria , Saurischia , Sauropodomorpha , Sauropoda , Eusauropoda , Neosauropoda , Diplodocoidea , Rebbachisauridae,,,,,,,,,,1999
https://www.nhm.ac.uk/discover/dino-directory/nipponosaurus.html,Nipponosaurus,nip-on-oh-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nipponosaurus.jpg,euornithopod,herbivorous,China,Dinosauria > Ornithischia > Genasauria > Cerapoda > Ornithopoda > Euornithopoda > Iguanadontia > Euiguanadontia > Dryomorpha > Ankylopollexia > Iguanodontoidea > Hadrosauridae > Euhadrosauria > Lambeosaurinae,Nagao (1936),sachalinensis,,,,,Late Cretaceous, 89-84 million years ago,89,84,5,Dinosauria , Ornithischia , Genasauria , Cerapoda , Ornithopoda , Euornithopoda , Iguanadontia , Euiguanadontia , Dryomorpha , Ankylopollexia , Iguanodontoidea , Hadrosauridae , Euhadrosauria , Lambeosaurinae,,,,1936
https://www.nhm.ac.uk/discover/dino-directory/noasaurus.html,Noasaurus,noh-ah-sore-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Noasaurus.jpg,small theropod,carnivorous,China,Dinosauria > Saurischia > Theropoda > Neotheropoda > Ceratosauria > Neoceratosauria > Abelisauroidea > Abelisauria,Bonaparte and Powell (1980),leali,,,,1.0,Late Cretaceous, 84-65 million years ago,84,65,19,Dinosauria , Saurischia , Theropoda , Neotheropoda , Ceratosauria , Neoceratosauria , Abelisauroidea , Abelisauria,,,,,,,,,,1980
https://www.nhm.ac.uk/discover/dino-directory/nodosaurus.html,Nodosaurus,no-doh-SORE-us,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/nodo.jpg,armoured dinosaur,herbivorous,China,Dinosauria > Ornithischia > Genasauria > Thyreophora > Ankylosauromorpha > Ankylosauria > Nodosauridae,Marsh (1889),textilis,,,,5.0,Early Cretaceous, 110-100 million years ago,110,100,10,Dinosauria , Ornithischia , Genasauria , Thyreophora , Ankylosauromorpha , Ankylosauria , Nodosauridae,,,,,,,,,,,1889
https://www.nhm.ac.uk/discover/dino-directory/nomingia.html,Nomingia,noh-ming-ee-uh,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nomingia.jpg,small theropod,omnivorous,China,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Oviraptorosauria > Caenagnathoidea > Caenagnathidae,"Barsbold, OsmÃ³lska, Watabe, Currie and Tsogtbaatar (2000)",gobiensis,,,,1.6,Late Cretaceous, 72-68 million years ago,72,68,4,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Oviraptorosauria , Caenagnathoidea , Caenagnathidae,,,,,2000
https://www.nhm.ac.uk/discover/dino-directory/nothronychus.html,Nothronychus,noh-thron-i-kus,https://www.nhm.ac.uk/resources/nature-online/life/dinosaurs/dinosaur-directory/images/reconstruction/small/Nothronychus.jpg,large theropod,omnivorous,China,Dinosauria > Saurischia > Theropoda > Neotheropoda > Tetanurae > Avetheropoda > Coelurosauria > Tyrannoraptora > Maniraptoriformes > Maniraptora > Therizinosauroidea > Therizinosauridae,Kirkland and Wolfe (2001),mckinleyi,,,,5.3,Late Cretaceous, 94-89 million years ago,94,89,5,Dinosauria , Saurischia , Theropoda , Neotheropoda , Tetanurae , Avetheropoda , Coelurosauria , Tyrannoraptora , Maniraptoriformes , Maniraptora , Therizinosauroidea , Therizinosauridae,,,,,,2001
